pair,cosine_sim,euclidean_dist
HE_vs_MT,0.7084184924761454,2.5696042855580647
HE_vs_PAS,0.7489461501439413,2.360263204574585
PAS_vs_MT,0.8230951388676961,2.0336671034495035
