stain,mean_norm,variance,mean_intra_cosine
HE,3.574698257446289,0.0023751428816467524,0.8573121269543965
MT,3.685246527194977,0.002414532224065624,0.8659275136888027
PAS,3.6997594515482586,0.0023695196878785888,0.8687562266985576
